Segment,Country,Customer_ID,Product,Product_ID,Discount Band,Units Sold, Manufacturing Price , Sale Price , Gross Sales ,  Sales , COGS , Profit ,Date,Month Number,Month Name,Year
Government,Mexico,CUST_ID_092,VTT,PROD_ID_006,Low,1940, $250.00 , $350.00 ," $679,000.00 "," $665,420.00 "," $504,400.00 "," $161,020.00 ",12/1/2018,12,Dec,2018
Small Business,Germany,CUST_ID_093,Amarilla,PROD_ID_006,Low,259, $260.00 , $300.00 ," $77,700.00 "," $76,146.00 "," $64,750.00 "," $11,396.00 ",3/1/2019,3,Mar,2019
Small Business,Mexico,CUST_ID_027,Amarilla,PROD_ID_002,Low,1101, $260.00 , $300.00 ," $330,300.00 "," $323,694.00 "," $275,250.00 "," $48,444.00 ",3/1/2019,3,Mar,2019
Enterprise,Germany,CUST_ID_094,Amarilla,PROD_ID_005,Low,2276, $260.00 , $125.00 ," $284,500.00 "," $278,810.00 "," $273,120.00 "," $5,690.00 ",5/1/2019,5,May,2019
Government,Germany,CUST_ID_049,Amarilla,PROD_ID_001,Low,2966, $260.00 , $350.00 ," $1,038,100.00 "," $1,017,338.00 "," $771,160.00 "," $246,178.00 ",10/1/2018,10,Oct,2018
Government,USA,CUST_ID_078,Amarilla,PROD_ID_001,Low,1236, $260.00 , $20.00 ," $24,720.00 "," $24,225.60 "," $12,360.00 "," $11,865.60 ",11/1/2019,11,Nov,2019
Government,France,CUST_ID_040,Amarilla,PROD_ID_002,Low,941, $260.00 , $20.00 ," $18,820.00 "," $18,443.60 "," $9,410.00 "," $9,033.60 ",11/1/2019,11,Nov,2019
Small Business,Canada,CUST_ID_044,Amarilla,PROD_ID_002,Low,1916, $260.00 , $300.00 ," $574,800.00 "," $563,304.00 "," $479,000.00 "," $84,304.00 ",12/1/2019,12,Dec,2019
Enterprise,France,CUST_ID_055,Carretera,PROD_ID_004,Low,4244, $3.00 , $125.00 ," $530,437.50 "," $514,524.38 "," $509,220.00 "," $5,304.38 ",4/1/2019,4,Apr,2019
Government,Germany,CUST_ID_046,Carretera,PROD_ID_006,Low,2580, $3.00 , $20.00 ," $51,600.00 "," $50,052.00 "," $25,800.00 "," $24,252.00 ",4/1/2019,4,Apr,2019
Small Business,Germany,CUST_ID_095,Carretera,PROD_ID_006,Low,689, $3.00 , $300.00 ," $206,700.00 "," $200,499.00 "," $172,250.00 "," $28,249.00 ",6/1/2019,6,Jun,2019
Channel Partners,USA,CUST_ID_048,Carretera,PROD_ID_005,Low,1947, $3.00 , $12.00 ," $23,364.00 "," $22,663.08 "," $5,841.00 "," $16,822.08 ",9/1/2019,9,Sep,2019
Channel Partners,Canada,CUST_ID_096,Carretera,PROD_ID_003,Low,908, $3.00 , $12.00 ," $10,896.00 "," $10,569.12 "," $2,724.00 "," $7,845.12 ",12/1/2018,12,Dec,2018
Government,Germany,CUST_ID_097,Montana,PROD_ID_003,Low,1958, $5.00 , $7.00 ," $13,706.00 "," $13,294.82 "," $9,790.00 "," $3,504.82 ",2/1/2019,2,Feb,2019
Channel Partners,France,CUST_ID_098,Montana,PROD_ID_006,Low,1901, $5.00 , $12.00 ," $22,812.00 "," $22,127.64 "," $5,703.00 "," $16,424.64 ",6/1/2019,6,Jun,2019
Government,France,CUST_ID_057,Montana,PROD_ID_005,Low,544, $5.00 , $7.00 ," $3,808.00 "," $3,693.76 "," $2,720.00 ", $973.76 ,9/1/2019,9,Sep,2019
Government,Germany,CUST_ID_099,Montana,PROD_ID_001,Low,1797, $5.00 , $350.00 ," $628,950.00 "," $610,081.50 "," $467,220.00 "," $142,861.50 ",9/1/2018,9,Sep,2018
Enterprise,France,CUST_ID_018,Montana,PROD_ID_006,Low,1287, $5.00 , $125.00 ," $160,875.00 "," $156,048.75 "," $154,440.00 "," $1,608.75 ",12/1/2019,12,Dec,2019
Enterprise,Germany,CUST_ID_085,Montana,PROD_ID_005,Low,1706, $5.00 , $125.00 ," $213,250.00 "," $206,852.50 "," $204,720.00 "," $2,132.50 ",12/1/2019,12,Dec,2019
Small Business,France,CUST_ID_100,Paseo,PROD_ID_005,Low,2435, $10.00 , $300.00 ," $730,350.00 "," $708,439.50 "," $608,625.00 "," $99,814.50 ",1/1/2019,1,Jan,2019
Enterprise,Canada,CUST_ID_049,Paseo,PROD_ID_001,Low,1774, $10.00 , $125.00 ," $221,750.00 "," $215,097.50 "," $212,880.00 "," $2,217.50 ",3/1/2019,3,Mar,2019
Channel Partners,France,CUST_ID_006,Paseo,PROD_ID_002,Low,1901, $10.00 , $12.00 ," $22,812.00 "," $22,127.64 "," $5,703.00 "," $16,424.64 ",6/1/2019,6,Jun,2019
Small Business,Germany,CUST_ID_006,Paseo,PROD_ID_002,Low,689, $10.00 , $300.00 ," $206,700.00 "," $200,499.00 "," $172,250.00 "," $28,249.00 ",6/1/2019,6,Jun,2019
Enterprise,Germany,CUST_ID_060,Paseo,PROD_ID_002,Low,1570, $10.00 , $125.00 ," $196,250.00 "," $190,362.50 "," $188,400.00 "," $1,962.50 ",6/1/2019,6,Jun,2019
Channel Partners,USA,CUST_ID_052,Paseo,PROD_ID_002,Low,1370, $10.00 , $12.00 ," $16,434.00 "," $15,940.98 "," $4,108.50 "," $11,832.48 ",7/1/2019,7,Jul,2019
Enterprise,Canada,CUST_ID_101,Paseo,PROD_ID_003,Low,2009, $10.00 , $125.00 ," $251,125.00 "," $243,591.25 "," $241,080.00 "," $2,511.25 ",10/1/2019,10,Oct,2019
Midmarket,Germany,CUST_ID_102,Paseo,PROD_ID_003,Low,1945, $10.00 , $15.00 ," $29,175.00 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2018,10,Oct,2018
Enterprise,France,CUST_ID_063,Paseo,PROD_ID_004,Low,1287, $10.00 , $125.00 ," $160,875.00 "," $156,048.75 "," $154,440.00 "," $1,608.75 ",12/1/2019,12,Dec,2019
Enterprise,Germany,CUST_ID_008,Paseo,PROD_ID_004,Low,1706, $10.00 , $125.00 ," $213,250.00 "," $206,852.50 "," $204,720.00 "," $2,132.50 ",12/1/2019,12,Dec,2019
Enterprise,Canada,CUST_ID_103,Velo,PROD_ID_006,Low,2009, $120.00 , $125.00 ," $251,125.00 "," $243,591.25 "," $241,080.00 "," $2,511.25 ",10/1/2019,10,Oct,2019
Small Business,USA,CUST_ID_093,VTT,PROD_ID_006,Low,2844, $250.00 , $300.00 ," $853,200.00 "," $827,604.00 "," $711,000.00 "," $116,604.00 ",2/1/2019,2,Feb,2019
Channel Partners,Mexico,CUST_ID_104,VTT,PROD_ID_006,Low,1916, $250.00 , $12.00 ," $22,992.00 "," $22,302.24 "," $5,748.00 "," $16,554.24 ",4/1/2019,4,Apr,2019
Enterprise,Germany,CUST_ID_027,VTT,PROD_ID_002,Low,1570, $250.00 , $125.00 ," $196,250.00 "," $190,362.50 "," $188,400.00 "," $1,962.50 ",6/1/2019,6,Jun,2019
Small Business,Canada,CUST_ID_027,VTT,PROD_ID_002,Low,1874, $250.00 , $300.00 ," $562,200.00 "," $545,334.00 "," $468,500.00 "," $76,834.00 ",8/1/2019,8,Aug,2019
Government,Mexico,CUST_ID_040,VTT,PROD_ID_002,Low,1642, $250.00 , $350.00 ," $574,700.00 "," $557,459.00 "," $426,920.00 "," $130,539.00 ",8/1/2019,8,Aug,2019
Midmarket,Germany,CUST_ID_086,VTT,PROD_ID_003,Low,1945, $250.00 , $15.00 ," $29,175.00 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2018,10,Oct,2018
Government,Canada,CUST_ID_015,Carretera,PROD_ID_003,Low,831, $3.00 , $20.00 ," $16,620.00 "," $16,121.40 "," $8,310.00 "," $7,811.40 ",5/1/2019,5,May,2019
Government,Mexico,CUST_ID_033,Paseo,PROD_ID_004,Low,1760, $10.00 , $7.00 ," $12,320.00 "," $11,950.40 "," $8,800.00 "," $3,150.40 ",9/1/2018,9,Sep,2018
Government,Canada,CUST_ID_105,Velo,PROD_ID_004,Low,3851, $120.00 , $20.00 ," $77,010.00 "," $74,699.70 "," $38,505.00 "," $36,194.70 ",4/1/2019,4,Apr,2019
Channel Partners,Germany,CUST_ID_042,VTT,PROD_ID_005,Low,2479, $250.00 , $12.00 ," $29,748.00 "," $28,855.56 "," $7,437.00 "," $21,418.56 ",1/1/2019,1,Jan,2019
Midmarket,Mexico,CUST_ID_048,Montana,PROD_ID_005,Low,2031, $5.00 , $15.00 ," $30,465.00 "," $29,246.40 "," $20,310.00 "," $8,936.40 ",10/1/2019,10,Oct,2019
Midmarket,Mexico,CUST_ID_106,Paseo,PROD_ID_005,Low,2031, $10.00 , $15.00 ," $30,465.00 "," $29,246.40 "," $20,310.00 "," $8,936.40 ",10/1/2019,10,Oct,2019
Midmarket,France,CUST_ID_107,Paseo,PROD_ID_005,Low,2261, $10.00 , $15.00 ," $33,915.00 "," $32,558.40 "," $22,610.00 "," $9,948.40 ",12/1/2018,12,Dec,2018
Government,USA,CUST_ID_108,Velo,PROD_ID_005,Low,736, $120.00 , $20.00 ," $14,720.00 "," $14,131.20 "," $7,360.00 "," $6,771.20 ",9/1/2018,9,Sep,2018
Government,Canada,CUST_ID_048,Carretera,PROD_ID_005,Low,2851, $3.00 , $7.00 ," $19,957.00 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2018,10,Oct,2018
Small Business,Germany,CUST_ID_109,Carretera,PROD_ID_001,Low,2021, $3.00 , $300.00 ," $606,300.00 "," $582,048.00 "," $505,250.00 "," $76,798.00 ",10/1/2019,10,Oct,2019
Government,USA,CUST_ID_110,Carretera,PROD_ID_001,Low,274, $3.00 , $350.00 ," $95,900.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",12/1/2019,12,Dec,2019
Midmarket,Canada,CUST_ID_059,Montana,PROD_ID_001,Low,1967, $5.00 , $15.00 ," $29,505.00 "," $28,324.80 "," $19,670.00 "," $8,654.80 ",3/1/2019,3,Mar,2019
Small Business,Germany,CUST_ID_111,Montana,PROD_ID_001,Low,1859, $5.00 , $300.00 ," $557,700.00 "," $535,392.00 "," $464,750.00 "," $70,642.00 ",8/1/2019,8,Aug,2019
Government,Canada,CUST_ID_112,Montana,PROD_ID_001,Low,2851, $5.00 , $7.00 ," $19,957.00 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2018,10,Oct,2018
Small Business,Germany,CUST_ID_001,Montana,PROD_ID_001,Low,2021, $5.00 , $300.00 ," $606,300.00 "," $582,048.00 "," $505,250.00 "," $76,798.00 ",10/1/2019,10,Oct,2019
Enterprise,Mexico,CUST_ID_050,Montana,PROD_ID_001,Low,1138, $5.00 , $125.00 ," $142,250.00 "," $136,560.00 "," $136,560.00 ", $-   ,12/1/2019,12,Dec,2019
Government,Canada,CUST_ID_037,Paseo,PROD_ID_001,Low,4251, $10.00 , $7.00 ," $29,757.00 "," $28,566.72 "," $21,255.00 "," $7,311.72 ",1/1/2019,1,Jan,2019
Enterprise,Germany,CUST_ID_113,Paseo,PROD_ID_001,Low,795, $10.00 , $125.00 ," $99,375.00 "," $95,400.00 "," $95,400.00 ", $-   ,3/1/2019,3,Mar,2019
Small Business,Germany,CUST_ID_004,Paseo,PROD_ID_002,Low,1415, $10.00 , $300.00 ," $424,350.00 "," $407,376.00 "," $353,625.00 "," $53,751.00 ",4/1/2019,4,Apr,2019
Small Business,USA,CUST_ID_044,Paseo,PROD_ID_002,Low,2918, $10.00 , $300.00 ," $875,400.00 "," $840,384.00 "," $729,500.00 "," $110,884.00 ",5/1/2019,5,May,2019
Government,USA,CUST_ID_060,Paseo,PROD_ID_002,Low,3450, $10.00 , $350.00 ," $1,207,500.00 "," $1,159,200.00 "," $897,000.00 "," $262,200.00 ",7/1/2019,7,Jul,2019
Enterprise,France,CUST_ID_072,Paseo,PROD_ID_002,Low,2988, $10.00 , $125.00 ," $373,500.00 "," $358,560.00 "," $358,560.00 ", $-   ,7/1/2019,7,Jul,2019
Midmarket,Canada,CUST_ID_014,Paseo,PROD_ID_002,Low,218, $10.00 , $15.00 ," $3,270.00 "," $3,139.20 "," $2,180.00 ", $959.20 ,9/1/2019,9,Sep,2019
Government,Canada,CUST_ID_040,Paseo,PROD_ID_002,Low,2074, $10.00 , $20.00 ," $41,480.00 "," $39,820.80 "," $20,740.00 "," $19,080.80 ",9/1/2019,9,Sep,2019
Government,USA,CUST_ID_044,Paseo,PROD_ID_002,Low,1056, $10.00 , $20.00 ," $21,120.00 "," $20,275.20 "," $10,560.00 "," $9,715.20 ",9/1/2019,9,Sep,2019
Midmarket,USA,CUST_ID_027,Paseo,PROD_ID_002,Low,671, $10.00 , $15.00 ," $10,065.00 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2018,10,Oct,2018
Midmarket,Mexico,CUST_ID_004,Paseo,PROD_ID_002,Low,1514, $10.00 , $15.00 ," $22,710.00 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2018,10,Oct,2018
Government,USA,CUST_ID_072,Paseo,PROD_ID_002,Low,274, $10.00 , $350.00 ," $95,900.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",12/1/2019,12,Dec,2019
Enterprise,Mexico,CUST_ID_031,Paseo,PROD_ID_003,Low,1138, $10.00 , $125.00 ," $142,250.00 "," $136,560.00 "," $136,560.00 ", $-   ,12/1/2019,12,Dec,2019
Channel Partners,USA,CUST_ID_053,Velo,PROD_ID_003,Low,1465, $120.00 , $12.00 ," $17,580.00 "," $16,876.80 "," $4,395.00 "," $12,481.80 ",3/1/2019,3,Mar,2019
Government,Canada,CUST_ID_114,Velo,PROD_ID_003,Low,2646, $120.00 , $20.00 ," $52,920.00 "," $50,803.20 "," $26,460.00 "," $24,343.20 ",9/1/2018,9,Sep,2018
Government,France,CUST_ID_028,Velo,PROD_ID_003,Low,2177, $120.00 , $350.00 ," $761,950.00 "," $731,472.00 "," $566,020.00 "," $165,452.00 ",10/1/2019,10,Oct,2019
Channel Partners,France,CUST_ID_114,VTT,PROD_ID_003,Low,866, $250.00 , $12.00 ," $10,392.00 "," $9,976.32 "," $2,598.00 "," $7,378.32 ",5/1/2019,5,May,2019
Government,USA,CUST_ID_015,VTT,PROD_ID_003,Low,349, $250.00 , $350.00 ," $122,150.00 "," $117,264.00 "," $90,740.00 "," $26,524.00 ",9/1/2018,9,Sep,2018
Government,France,CUST_ID_063,VTT,PROD_ID_004,Low,2177, $250.00 , $350.00 ," $761,950.00 "," $731,472.00 "," $566,020.00 "," $165,452.00 ",10/1/2019,10,Oct,2019
Midmarket,Mexico,CUST_ID_067,VTT,PROD_ID_004,Low,1514, $250.00 , $15.00 ," $22,710.00 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2018,10,Oct,2018
Government,Mexico,CUST_ID_087,Amarilla,PROD_ID_004,Low,1865, $260.00 , $350.00 ," $652,750.00 "," $626,640.00 "," $484,900.00 "," $141,740.00 ",2/1/2019,2,Feb,2019
Enterprise,Mexico,CUST_ID_039,Amarilla,PROD_ID_004,Low,1074, $260.00 , $125.00 ," $134,250.00 "," $128,880.00 "," $128,880.00 ", $-   ,4/1/2019,4,Apr,2019
Government,Germany,CUST_ID_062,Amarilla,PROD_ID_004,Low,1907, $260.00 , $350.00 ," $667,450.00 "," $640,752.00 "," $495,820.00 "," $144,932.00 ",9/1/2019,9,Sep,2019
Midmarket,USA,CUST_ID_055,Amarilla,PROD_ID_004,Low,671, $260.00 , $15.00 ," $10,065.00 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2018,10,Oct,2018
Government,Canada,CUST_ID_065,Amarilla,PROD_ID_006,Low,1778, $260.00 , $350.00 ," $622,300.00 "," $597,408.00 "," $462,280.00 "," $135,128.00 ",12/1/2018,12,Dec,2018
Government,Germany,CUST_ID_018,Montana,PROD_ID_006,Medium,1159, $5.00 , $7.00 ," $8,113.00 "," $7,707.35 "," $5,795.00 "," $1,912.35 ",10/1/2018,10,Oct,2018
Government,Germany,CUST_ID_073,Paseo,PROD_ID_006,Medium,1372, $10.00 , $7.00 ," $9,604.00 "," $9,123.80 "," $6,860.00 "," $2,263.80 ",1/1/2019,1,Jan,2019
Government,Canada,CUST_ID_065,Paseo,PROD_ID_006,Medium,2349, $10.00 , $7.00 ," $16,443.00 "," $15,620.85 "," $11,745.00 "," $3,875.85 ",9/1/2018,9,Sep,2018
Government,Mexico,CUST_ID_035,Paseo,PROD_ID_006,Medium,2689, $10.00 , $7.00 ," $18,823.00 "," $17,881.85 "," $13,445.00 "," $4,436.85 ",10/1/2019,10,Oct,2019
Channel Partners,Canada,CUST_ID_018,Paseo,PROD_ID_006,Medium,2431, $10.00 , $12.00 ," $29,172.00 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",12/1/2019,12,Dec,2019
Channel Partners,Canada,CUST_ID_064,Velo,PROD_ID_006,Medium,2431, $120.00 , $12.00 ," $29,172.00 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",12/1/2019,12,Dec,2019
Government,Mexico,CUST_ID_046,VTT,PROD_ID_006,Medium,2689, $250.00 , $7.00 ," $18,823.00 "," $17,881.85 "," $13,445.00 "," $4,436.85 ",10/1/2019,10,Oct,2019
Government,Mexico,CUST_ID_052,Amarilla,PROD_ID_002,Medium,1683, $260.00 , $7.00 ," $11,781.00 "," $11,191.95 "," $8,415.00 "," $2,776.95 ",7/1/2019,7,Jul,2019
Channel Partners,Mexico,CUST_ID_002,Amarilla,PROD_ID_002,Medium,1123, $260.00 , $12.00 ," $13,476.00 "," $12,802.20 "," $3,369.00 "," $9,433.20 ",8/1/2019,8,Aug,2019
Government,Germany,CUST_ID_052,Amarilla,PROD_ID_002,Medium,1159, $260.00 , $7.00 ," $8,113.00 "," $7,707.35 "," $5,795.00 "," $1,912.35 ",10/1/2018,10,Oct,2018
Channel Partners,France,CUST_ID_054,Carretera,PROD_ID_003,Medium,1865, $3.00 , $12.00 ," $22,380.00 "," $21,261.00 "," $5,595.00 "," $15,666.00 ",2/1/2019,2,Feb,2019
Channel Partners,Germany,CUST_ID_055,Carretera,PROD_ID_004,Medium,1116, $3.00 , $12.00 ," $13,392.00 "," $12,722.40 "," $3,348.00 "," $9,374.40 ",2/1/2019,2,Feb,2019
Government,France,CUST_ID_084,Carretera,PROD_ID_005,Medium,1563, $3.00 , $20.00 ," $31,260.00 "," $29,697.00 "," $15,630.00 "," $14,067.00 ",5/1/2019,5,May,2019
Small Business,USA,CUST_ID_066,Carretera,PROD_ID_005,Medium,991, $3.00 , $300.00 ," $297,300.00 "," $282,435.00 "," $247,750.00 "," $34,685.00 ",6/1/2019,6,Jun,2019
Government,Germany,CUST_ID_057,Carretera,PROD_ID_005,Medium,1016, $3.00 , $7.00 ," $7,112.00 "," $6,756.40 "," $5,080.00 "," $1,676.40 ",11/1/2018,11,Nov,2018
Midmarket,Mexico,CUST_ID_036,Carretera,PROD_ID_005,Medium,2791, $3.00 , $15.00 ," $41,865.00 "," $39,771.75 "," $27,910.00 "," $11,861.75 ",11/1/2019,11,Nov,2019
Government,USA,CUST_ID_088,Carretera,PROD_ID_005,Medium,570, $3.00 , $7.00 ," $3,990.00 "," $3,790.50 "," $2,850.00 ", $940.50 ,12/1/2019,12,Dec,2019
Government,France,CUST_ID_066,Carretera,PROD_ID_005,Medium,2487, $3.00 , $7.00 ," $17,409.00 "," $16,538.55 "," $12,435.00 "," $4,103.55 ",12/1/2019,12,Dec,2019
Government,France,CUST_ID_021,Montana,PROD_ID_005,Medium,1385, $5.00 , $350.00 ," $484,575.00 "," $460,346.25 "," $359,970.00 "," $100,376.25 ",1/1/2019,1,Jan,2019
Enterprise,USA,CUST_ID_112,Montana,PROD_ID_001,Medium,3627, $5.00 , $125.00 ," $453,375.00 "," $430,706.25 "," $435,240.00 "," $(4,533.75)",7/1/2019,7,Jul,2019
Government,Mexico,CUST_ID_012,Montana,PROD_ID_001,Medium,720, $5.00 , $350.00 ," $252,000.00 "," $239,400.00 "," $187,200.00 "," $52,200.00 ",9/1/2018,9,Sep,2018
Channel Partners,Germany,CUST_ID_059,Montana,PROD_ID_001,Medium,2342, $5.00 , $12.00 ," $28,104.00 "," $26,698.80 "," $7,026.00 "," $19,672.80 ",11/1/2019,11,Nov,2019
Small Business,Mexico,CUST_ID_043,Montana,PROD_ID_001,Medium,1100, $5.00 , $300.00 ," $330,000.00 "," $313,500.00 "," $275,000.00 "," $38,500.00 ",12/1/2018,12,Dec,2018
Government,France,CUST_ID_026,Paseo,PROD_ID_002,Medium,1303, $10.00 , $20.00 ," $26,060.00 "," $24,757.00 "," $13,030.00 "," $11,727.00 ",2/1/2019,2,Feb,2019
Enterprise,USA,CUST_ID_027,Paseo,PROD_ID_002,Medium,2992, $10.00 , $125.00 ," $374,000.00 "," $355,300.00 "," $359,040.00 "," $(3,740.00)",3/1/2019,3,Mar,2019
Enterprise,France,CUST_ID_115,Paseo,PROD_ID_002,Medium,2385, $10.00 , $125.00 ," $298,125.00 "," $283,218.75 "," $286,200.00 "," $(2,981.25)",3/1/2019,3,Mar,2019
Small Business,Mexico,CUST_ID_051,Paseo,PROD_ID_002,Medium,1607, $10.00 , $300.00 ," $482,100.00 "," $457,995.00 "," $401,750.00 "," $56,245.00 ",4/1/2019,4,Apr,2019
Government,USA,CUST_ID_024,Paseo,PROD_ID_002,Medium,2327, $10.00 , $7.00 ," $16,289.00 "," $15,474.55 "," $11,635.00 "," $3,839.55 ",5/1/2019,5,May,2019
Small Business,USA,CUST_ID_038,Paseo,PROD_ID_002,Medium,991, $10.00 , $300.00 ," $297,300.00 "," $282,435.00 "," $247,750.00 "," $34,685.00 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_116,Paseo,PROD_ID_002,Medium,602, $10.00 , $350.00 ," $210,700.00 "," $200,165.00 "," $156,520.00 "," $43,645.00 ",6/1/2019,6,Jun,2019
Midmarket,France,CUST_ID_052,Paseo,PROD_ID_002,Medium,2620, $10.00 , $15.00 ," $39,300.00 "," $37,335.00 "," $26,200.00 "," $11,135.00 ",9/1/2019,9,Sep,2019
Government,Canada,CUST_ID_054,Paseo,PROD_ID_003,Medium,1228, $10.00 , $350.00 ," $429,800.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",10/1/2018,10,Oct,2018
Government,Canada,CUST_ID_031,Paseo,PROD_ID_003,Medium,1389, $10.00 , $20.00 ," $27,780.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",10/1/2018,10,Oct,2018
Enterprise,USA,CUST_ID_007,Paseo,PROD_ID_003,Medium,861, $10.00 , $125.00 ," $107,625.00 "," $102,243.75 "," $103,320.00 "," $(1,076.25)",10/1/2019,10,Oct,2019
Enterprise,France,CUST_ID_056,Paseo,PROD_ID_004,Medium,704, $10.00 , $125.00 ," $88,000.00 "," $83,600.00 "," $84,480.00 ", $(880.00),10/1/2018,10,Oct,2018
Government,Canada,CUST_ID_055,Paseo,PROD_ID_004,Medium,1802, $10.00 , $20.00 ," $36,040.00 "," $34,238.00 "," $18,020.00 "," $16,218.00 ",12/1/2018,12,Dec,2018
Government,USA,CUST_ID_117,Paseo,PROD_ID_004,Medium,2663, $10.00 , $20.00 ," $53,260.00 "," $50,597.00 "," $26,630.00 "," $23,967.00 ",12/1/2019,12,Dec,2019
Government,France,CUST_ID_118,Paseo,PROD_ID_004,Medium,2136, $10.00 , $7.00 ," $14,952.00 "," $14,204.40 "," $10,680.00 "," $3,524.40 ",12/1/2018,12,Dec,2018
Midmarket,Germany,CUST_ID_032,Paseo,PROD_ID_004,Medium,2116, $10.00 , $15.00 ," $31,740.00 "," $30,153.00 "," $21,160.00 "," $8,993.00 ",12/1/2018,12,Dec,2018
Midmarket,USA,CUST_ID_034,Velo,PROD_ID_004,Medium,555, $120.00 , $15.00 ," $8,325.00 "," $7,908.75 "," $5,550.00 "," $2,358.75 ",1/1/2019,1,Jan,2019
Midmarket,Mexico,CUST_ID_118,Velo,PROD_ID_004,Medium,2861, $120.00 , $15.00 ," $42,915.00 "," $40,769.25 "," $28,610.00 "," $12,159.25 ",1/1/2019,1,Jan,2019
Enterprise,Germany,CUST_ID_094,Velo,PROD_ID_005,Medium,807, $120.00 , $125.00 ," $100,875.00 "," $95,831.25 "," $96,840.00 "," $(1,008.75)",2/1/2019,2,Feb,2019
Government,USA,CUST_ID_036,Velo,PROD_ID_005,Medium,602, $120.00 , $350.00 ," $210,700.00 "," $200,165.00 "," $156,520.00 "," $43,645.00 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_042,Velo,PROD_ID_005,Medium,2832, $120.00 , $20.00 ," $56,640.00 "," $53,808.00 "," $28,320.00 "," $25,488.00 ",8/1/2019,8,Aug,2019
Government,France,CUST_ID_119,Velo,PROD_ID_001,Medium,1579, $120.00 , $20.00 ," $31,580.00 "," $30,001.00 "," $15,790.00 "," $14,211.00 ",8/1/2019,8,Aug,2019
Enterprise,USA,CUST_ID_099,Velo,PROD_ID_001,Medium,861, $120.00 , $125.00 ," $107,625.00 "," $102,243.75 "," $103,320.00 "," $(1,076.25)",10/1/2019,10,Oct,2019
Enterprise,France,CUST_ID_120,Velo,PROD_ID_001,Medium,704, $120.00 , $125.00 ," $88,000.00 "," $83,600.00 "," $84,480.00 ", $(880.00),10/1/2018,10,Oct,2018
Government,France,CUST_ID_006,Velo,PROD_ID_002,Medium,1033, $120.00 , $20.00 ," $20,660.00 "," $19,627.00 "," $10,330.00 "," $9,297.00 ",12/1/2018,12,Dec,2018
Small Business,Germany,CUST_ID_121,Velo,PROD_ID_002,Medium,1250, $120.00 , $300.00 ," $375,000.00 "," $356,250.00 "," $312,500.00 "," $43,750.00 ",12/1/2019,12,Dec,2019
Government,Canada,CUST_ID_069,VTT,PROD_ID_002,Medium,1389, $250.00 , $20.00 ," $27,780.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",10/1/2018,10,Oct,2018
Government,USA,CUST_ID_005,VTT,PROD_ID_002,Medium,1265, $250.00 , $20.00 ," $25,300.00 "," $24,035.00 "," $12,650.00 "," $11,385.00 ",11/1/2018,11,Nov,2018
Government,Germany,CUST_ID_024,VTT,PROD_ID_002,Medium,2297, $250.00 , $20.00 ," $45,940.00 "," $43,643.00 "," $22,970.00 "," $20,673.00 ",11/1/2018,11,Nov,2018
Government,USA,CUST_ID_060,VTT,PROD_ID_002,Medium,2663, $250.00 , $20.00 ," $53,260.00 "," $50,597.00 "," $26,630.00 "," $23,967.00 ",12/1/2019,12,Dec,2019
Government,USA,CUST_ID_070,VTT,PROD_ID_002,Medium,570, $250.00 , $7.00 ," $3,990.00 "," $3,790.50 "," $2,850.00 ", $940.50 ,12/1/2019,12,Dec,2019
Government,France,CUST_ID_004,VTT,PROD_ID_002,Medium,2487, $250.00 , $7.00 ," $17,409.00 "," $16,538.55 "," $12,435.00 "," $4,103.55 ",12/1/2019,12,Dec,2019
Government,Germany,CUST_ID_122,Amarilla,PROD_ID_002,Medium,1350, $260.00 , $350.00 ," $472,500.00 "," $448,875.00 "," $351,000.00 "," $97,875.00 ",2/1/2019,2,Feb,2019
Government,Canada,CUST_ID_025,Amarilla,PROD_ID_002,Medium,552, $260.00 , $350.00 ," $193,200.00 "," $183,540.00 "," $143,520.00 "," $40,020.00 ",8/1/2019,8,Aug,2019
Government,Canada,CUST_ID_071,Amarilla,PROD_ID_002,Medium,1228, $260.00 , $350.00 ," $429,800.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",10/1/2018,10,Oct,2018
Small Business,Germany,CUST_ID_041,Amarilla,PROD_ID_003,Medium,1250, $260.00 , $300.00 ," $375,000.00 "," $356,250.00 "," $312,500.00 "," $43,750.00 ",12/1/2019,12,Dec,2019
